Business Unit ,Country of participant,Course Title,Start Date,End Date,Duration Hours,Training offered,Category,Delivery Method,Product Type,Training Supplier ID,Learning Activity ID
DI SW DM SE&CS BA,IN,Our BCG - Our Core - Siemens Business Conduct Guidelines,14/12/21,14/12/21,0.5,Internal,Business Learning,Self-paced learning,WBT - Web-based training,SABA10 - SABA Global Learning Campus,79745201
DI SW DM SE&CS BA,IN,Siemens Export Control Essentials,9/5/22,9/5/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,82322026
DI SW DM SE&CS BA,IN,From the idea to the Patent,9/5/22,9/5/22,0.5,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,82322153
DI SW DM FND FN ITA DS,IT,Our BCG - Our Core - Siemens Business Conduct Guidelines,25/2/22,25/2/22,0.5,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80736440
DI SW DM FND FN ITA DS,IT,Siemens Export Control Essentials,11/3/22,11/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81041334
DI SW DM SE&CS SV,IN,Our BCG - Our Core - Siemens Business Conduct Guidelines,13/12/21,13/12/21,0.5,Internal,Business Learning,Self-paced learning,WBT - Web-based training,SABA10 - SABA Global Learning Campus,79725798
DI SW DM SE&CS SV,IN,Siemens Data Privacy Essentials,13/12/21,13/12/21,0.25,Internal,Business Learning,Self-paced learning,WBT - Web-based training,SABA10 - SABA Global Learning Campus,79734560
DI SW DM SE&CS SV,IN,Export Control and Customs – Global Awareness,16/12/21,16/12/21,0.33,Internal,Business Learning,Self-paced learning,WBT - Web-based training,SABA10 - SABA Global Learning Campus,79775493
DI SW DM SE&CS SV,IN,Siemens Antitrust Essentials,16/12/21,16/12/21,0.25,Internal,Business Learning,Self-paced learning,WBT - Web-based training,SABA10 - SABA Global Learning Campus,79775626
DI SW DM SE&CS SV,IN,"Transfer of Technology, Information and Software",3/1/22,3/1/22,1,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,79836941
DI SW DM SE&CS SV,IN,Cybersecurity - trusted Guardian for Siemens and its Customers!,4/1/22,4/1/22,0.5,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,79899930
DI SW DM SE&CS SV,IN,From the idea to the Patent,4/1/22,18/1/22,0.5,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80140308
DI SW DM SE&CS SV,IN,Welcome to Siemens,12/11/21,3/2/22,0.17,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,80945166
DI SW DM SE&CS SV,IN,Quality within Siemens SISW,12/11/21,3/2/22,1,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,80945167
DI SW DM SE&CS SV,IN,Siemens Business Conduct Guidelines (Certification),12/11/21,3/2/22,0.42,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,80945168
DI SW DM SE&CS SV,IN,Company Directives 2021,12/11/21,3/2/22,0.5,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,80945169
DI SW DM SE&CS SV,IN,(Course) Your Role in Workplace Diversity,3/2/22,10/2/22,0.35,External,Business Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,80947530
DI SW DM SE&CS SV,IN,What's New in Opcenter Execution Process 4.3 - Scheduling,21/2/22,21/2/22,0.17,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,80950880
DI SW DM SE&CS SV,IN,Siemens Export Control Essentials,4/4/22,4/4/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81621386
DI SW DM VA AN R&D IND,IN,DM Learning Day - How Startups and Corporates can benefit each other? (0000041749),21/10/21,21/10/21,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,LTI100 - QUICK - Manual entry for Formal Learning Activities,78941764
DI SW DM VA AN R&D IND,IN,"DM Learning Day - Introduction to MOM: market, portfolio, strategy and organization(0000041766)",21/10/21,21/10/21,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,LTI100 - QUICK - Manual entry for Formal Learning Activities,78941765
DI SW DM VA AN R&D IND,IN,DM Learning Day - Introduction to Semantic Technology,21/10/21,21/10/21,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,LTI100 - QUICK - Manual entry for Formal Learning Activities,78941766
DI SW DM VA AN R&D IND,IN,DM Learning Day - Guest Speaker AWS: Make your development easier with Kubernetes on AWS,21/10/21,21/10/21,1,External,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,LTI100 - QUICK - Manual entry for Formal Learning Activities,78941767
DI SW DM VA AN R&D IND,IN,DM Learning Day - Manufacturing Engineering portfolio overview(0000041763),21/10/21,21/10/21,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,LTI100 - QUICK - Manual entry for Formal Learning Activities,78941768
DI SW DM VA AN R&D IND,IN,Boost your Productivity! Down to earth tips on time management,21/10/21,21/10/21,1.3,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,LTI100 - QUICK - Manual entry for Formal Learning Activities,78941770
DI SW DM VA AN R&D IND,IN,Design Microservice Architectures the Right Way,21/10/21,21/10/21,1,Internal,Business Learning,Self-paced learning,ELE - eLearning,LTI100 - QUICK - Manual entry for Formal Learning Activities,78941771
DI SW DM VA AN R&D IND,IN,Basic AWS Architecture Best Practices - 1 Hour Crash Course ,21/10/21,21/10/21,1,External,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,LTI100 - QUICK - Manual entry for Formal Learning Activities,78941773
DI SW DM VA AN R&D IND,IN,Basic Income,21/10/21,21/10/21,0.083,External,Business Learning,Self-paced learning,ELE - eLearning,LXP108 - My Learning World - GetAbstract,78948565
DI SW DM VA AN R&D IND,IN,Enterprise Manufacturing Intelligence,21/10/21,21/10/21,1,External,Product Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,78948566
DI SW DM VA AN R&D IND,IN,Design Microservice Architectures the Right Way,21/10/21,21/10/21,1,External,Technical and Technology Training,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,78948567
DI SW DM VA AN R&D IND,IN,"DM Learning Day - Introduction to MOM: market, portfolio, strategy and organization",21/10/21,21/10/21,0.75,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80579047
DI SW DM VA AN R&D IND,IN,DM Learning Day -  Guest Speaker AWS:  Make your development easier with Kubernetes on AWS,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80583197
DI SW DM VA AN R&D IND,IN,Leveraging Cloud Computing for IoT,28/10/21,30/10/21,0.193,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,78992915
DI SW DM VA AN R&D IND,IN,Company Directives 2021,7/11/21,7/11/21,0.5,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,79668763
DI SW DM VA AN R&D IND,IN,Communicating with Emotional Intelligence,13/1/22,15/1/22,0.483,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,79959891
DI SW DM VA AN R&D IND,IN,Manufacturing Execution System,20/1/22,20/1/22,1,External,Product Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,80013677
DI SW DM VA AN R&D IND,IN,DM Learning Day - Own you Career. Class Id: 0000042769,20/1/22,20/1/22,1.3,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,LTI100 - QUICK - Manual entry for Formal Learning Activities,80202640
DI SW DM VA AN R&D IND,IN,DM Learning Day - The 10% program - Dedicate 10% of your time for building the future products and technologies of the company,20/1/22,20/1/22,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,LTI100 - QUICK - Manual entry for Formal Learning Activities,80202666
DI SW DM VA AN R&D IND,IN,DM Learning Day - Production Management Innovation driven by AI and ML,20/1/22,20/1/22,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,LTI100 - QUICK - Manual entry for Formal Learning Activities,80202669
DI SW DM VA AN R&D IND,IN,DM Learning Day - AWS Guest Speaker : Serverless Solution,20/1/22,20/1/22,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,LTI100 - QUICK - Manual entry for Formal Learning Activities,80202671
DI SW DM VA AN R&D IND,IN,"DM Learning Day - A Growth Mindset, Led by: Timo Nentwich, DI SW CFO",20/1/22,20/1/22,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,LTI100 - QUICK - Manual entry for Formal Learning Activities,80202672
DI SW DM VA AN R&D IND,IN,"DM Learning Day - AWS Guest Speaker : NoSQL , Led by: Leonid Koren",20/1/22,20/1/22,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,LTI100 - QUICK - Manual entry for Formal Learning Activities,80202675
DI SW DM VA AN R&D IND,IN,DM Learning Day - Own you Career,20/1/22,20/1/22,1.5,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80385387
DI SW DM VA AN R&D IND,IN,DM Learning Day - Production Management Innovation driven by AI and ML,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80705574
DI SW DM VA AN R&D IND,IN,"DM Learning Day - A Growth Mindset, Led by: Timo Nentwich, DI SW CFO",20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80705962
DI SW DM VA AN R&D IND,IN,"DM Learning Day - AWS Guest Speaker : NoSQL , Led by: Leonid Koren",20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80708534
DI SW DM VA AN R&D IND,IN,DM Learning Day - AWS Guest Speaker : Serverless Solution,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80708956
DI SW DM VA AN R&D IND,IN,DM Learning Day - The 10% program - Dedicate 10% of your time for building the future products and technologies of the company,20/1/22,20/1/22,0.75,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80709943
DI SW DM VA AN R&D IND,IN,Reflect on your stress and satisfaction experience,11/3/22,11/3/22,0.167,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,80974978
DI SW DM VA AN R&D IND,IN,Siemens Export Control Essentials,24/3/22,25/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81310952
DI SW DM VA AN R&D IND,IN,AWS Security Best Practices for Developers,7/4/22,7/4/22,1.081,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,81746407
DI SW DM VA AN R&D IND,IN,AWS Security Fundamentals,7/4/22,7/4/22,2,External,Technical and Technology Training,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81746408
DI SW DM VA AN R&D IND,IN,Cybersecurity - trusted Guardian for Siemens and its Customers!,7/4/22,7/4/22,0.5,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81791430
DI SW DM SPM-MOM RDL IND,IN,Siemens Export Control Essentials,24/3/22,24/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81312449
DI SW DM SPM-MOM RDL IND,IN,Mendix Basics,30/3/22,30/3/22,0.5,Internal,Product Learning,Self-paced learning,WBT - Web-based training,MENDIX10 - Mendix Academy,81711562
DI SW DM SPM-MOM RDL IND,IN,Build an App in Mendix Studio,30/3/22,4/4/22,2,Internal,Product Learning,Self-paced learning,WBT - Web-based training,MENDIX10 - Mendix Academy,81711928
DI SW DM SPM-MOM RDL IND,IN,PSS@MOM General Awareness Training for R&D Team Members - 2022,21/4/22,21/4/22,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82014089
DI SW DM SDL TEC R&D-AX4 SD2,PL,Siemens Export Control Essentials,16/2/22,16/2/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80607401
DI SW DM R&D-MOM PHA IND,IN,Programming for Everybody (Getting Started with Python),20/5/21,10/2/22,17.357,External,Technical and Technology Training,Self-paced learning,ELE - eLearning,LXP106 - My Learning World - Coursera,75984290
DI SW DM R&D-MOM PHA IND,IN,Siemens Export Control Essentials,24/2/22,24/2/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80742815
DI SW DM R&D-MOM PHA IND,IN,Python Data Structures,24/5/21,1/5/22,7.069,External,Technical and Technology Training,Self-paced learning,ELE - eLearning,LXP106 - My Learning World - Coursera,76017688
DI SW DM VA SF R&D,IN,DM Learning Day -  Guest Speaker AWS:  Make your development easier with Kubernetes on AWS,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80583192
DI SW DM VA SF R&D,IN,Siemens Data Privacy Essentials,6/12/21,6/12/21,0.25,Internal,Business Learning,Self-paced learning,WBT - Web-based training,SABA10 - SABA Global Learning Campus,79601123
DI SW DM VA SF R&D,IN,Siemens Antitrust Essentials,6/12/21,6/12/21,0.25,Internal,Business Learning,Self-paced learning,WBT - Web-based training,SABA10 - SABA Global Learning Campus,79603173
DI SW DM VA SF R&D,IN,Extending  Securing  and Dockerizing Spring Boot Microservices,16/12/21,19/12/21,1.224,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,79716880
DI SW DM VA SF R&D,IN,Spring: Spring Security,17/12/21,7/1/22,0.094,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,79875086
DI SW DM VA SF R&D,IN,Learning Amazon Web Services Lambda,16/1/22,18/1/22,0.309,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,79986644
DI SW DM VA SF R&D,IN,Java: Serverless Applications on AWS,16/1/22,18/1/22,0.857,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,79986645
DI SW DM VA SF R&D,IN,Building Serverless Apps on AWS,19/1/22,21/1/22,0.245,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,80022390
DI SW DM VA SF R&D,IN,Managing User Profiles with DynamoDB in Serverless Web Applications,19/1/22,21/1/22,0.609,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,80022391
DI SW DM VA SF R&D,IN,AWS Essential Training for Developers,21/11/21,11/2/22,2.531,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,79308378
DI SW DM VA SF R&D,IN,Critical Thinking and Problem Solving,21/11/21,1/3/22,0.355,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,79308379
DI SW DM VA SF R&D,IN,Learning Java Lambda Expressions,27/2/22,1/3/22,0.108,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,80729669
DI SW DM VA SF R&D,IN,Microservices: Asynchronous Messaging,27/2/22,1/3/22,0.519,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,80729670
DI SW DM VA SF R&D,IN,Mendix Basics,7/3/22,7/3/22,0.5,Internal,Product Learning,Self-paced learning,WBT - Web-based training,MENDIX10 - Mendix Academy,81711565
DI SW DM VA SF R&D,IN,Build an App in Mendix Studio,8/3/22,8/3/22,2,Internal,Product Learning,Self-paced learning,WBT - Web-based training,MENDIX10 - Mendix Academy,81711894
DI SW DM VA SF R&D,IN,Cybersecurity - trusted Guardian for Siemens and its Customers! Accessibility version,27/2/22,11/3/22,0.5,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81018754
DI SW DM VA SF R&D,IN,Company Directives 2021,15/3/22,15/3/22,0.5,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,81716968
DI SW DM VA SF R&D,IN,Siemens Export Control Essentials,4/5/22,4/5/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,82307648
DI SW DM BEN&IS IS MES,IT,Siemens Export Control Essentials,10/2/22,10/2/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80469058
DI SW DM SDL TEC OS OP SM,PL,"Transfer of Technology, Information and Software",26/11/21,26/11/21,1,Internal,Business Learning,Self-paced learning,WBT - Web-based training,SABA10 - SABA Global Learning Campus,79488929
DI SW DM SDL TEC OS OP SM,PL,Siemens Export Control Essentials,17/3/22,17/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81201632
DI SW DM VA BDM,US,DM Learning Day - Manufacturing Engineering portfolio overview,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,79668339
DI SW DM VA BDM,US,Siemens Export Control Essentials,16/3/22,16/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81196348
DI SW DM SDL TEC OS OP SM,PL,Siemens Export Control Essentials,11/2/22,11/2/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80471790
DI SW DM MOM R&D EX-C PUN,IN,DM Learning Day -  Guest Speaker AWS:  Make your development easier with Kubernetes on AWS,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80583191
DI SW DM MOM R&D EX-C PUN,IN,Learning ASP.NET Core MVC,1/2/22,10/2/22,1.058,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,80307985
DI SW DM MOM R&D EX-C PUN,IN,Algorithmic Toolbox,15/6/21,27/2/22,1.173,External,Technical and Technology Training,Self-paced learning,ELE - eLearning,LXP106 - My Learning World - Coursera,76465415
DI SW DM SDL TEC OS OP SM,PL,"Transfer of Technology, Information and Software",26/11/21,26/11/21,1,Internal,Business Learning,Self-paced learning,WBT - Web-based training,SABA10 - SABA Global Learning Campus,79432755
DI SW DM SDL TEC OS OP SM,PL,Siemens Export Control Essentials,21/3/22,21/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81212809
DI SW DM SDL TEC OS OP SM,PL,JavaScript: Functions,7/4/22,7/4/22,1.424,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,81727980
DI SW DM SDL TEC OS OP SM,PL,JavaScript: Scope,7/4/22,7/4/22,0.691,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,81727985
DI SW DM R&D-MOM CORE R&D IS EL-AS,MY,Camstar CIO - Intro to Shop Floor Integration - Task,19/1/22,19/1/22,0.25,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,80382652
DI SW DM R&D-MOM CORE R&D IS EL-AS,MY,Overview - Software Architecture Core Learning Path ,20/1/22,20/1/22,0.083,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,80010732
DI SW DM R&D-MOM CORE R&D IS EL-AS,MY,Camstar CIO - Common Integrations - Task,19/1/22,20/1/22,0.75,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,80382648
DI SW DM R&D-MOM CORE R&D IS EL-AS,MY,Camstar CIO - Introduction to CIO - Task,19/1/22,20/1/22,1.67,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,80382649
DI SW DM R&D-MOM CORE R&D IS EL-AS,MY,Camstar CIO - Understanding OPC - Task,19/1/22,20/1/22,1,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,80382650
DI SW DM R&D-MOM CORE R&D IS EL-AS,MY,Camstar CIO - Life Cycle of a CIO Engagement - Task,19/1/22,20/1/22,0.5,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,80382651
DI SW DM R&D-MOM CORE R&D IS EL-AS,MY,Camstar CIO - Enterprise Integration Patterns Chapters 1 - 3 - Task,19/1/22,20/1/22,2,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,80385191
DI SW DM R&D-MOM CORE R&D IS EL-AS,MY,Siemens Export Control Essentials,5/4/22,5/4/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81775393
DI SW DM R&D-MOM CORE R&D IS EL-AS,MY,20211021 DM Learning Day - Semiconductor Session,7/4/22,7/4/22,2,Internal,Business Learning,Self-paced learning,ELE - eLearning,LTI100 - QUICK - Manual entry for Formal Learning Activities,81678428
DI SW DM R&D-MOM CORE R&D IS EL-AS,MY,Object Oriented Programming with C#,7/4/22,10/4/22,4.046,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,81697330
DI SW DM VA PP R&D INF,FI,Our BCG - Our Core - Siemens Business Conduct Guidelines,28/2/22,28/2/22,0.5,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80725459
DI SW DM VA PP R&D INF,FI,Siemens Antitrust Essentials,28/2/22,28/2/22,0.25,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80987834
DI SW DM VA PP R&D INF,FI,"Transfer of Technology, Information and Software",28/2/22,28/2/22,1,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80987917
DI SW DM VA PP R&D INF,FI,Siemens Data Privacy Essentials,28/2/22,28/2/22,0.25,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80988068
DI SW DM VA PP R&D INF,FI,Siemens Export Control Essentials,8/3/22,8/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81026126
DI SW DM VA PP R&D INF,FI,Company Directives 2021,21/3/22,21/3/22,0.5,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,81717020
DI SW DM VA PP R&D INF,FI,From the idea to the Patent,23/3/22,23/3/22,0.5,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81227039
DI SW DM SDL TEC OS OP SO1,PL,"Transfer of Technology, Information and Software",8/11/21,8/11/21,1,Internal,Business Learning,Self-paced learning,WBT - Web-based training,SABA10 - SABA Global Learning Campus,79252391
DI SW DM SDL TEC OS OP SO1,PL,Siemens Export Control Essentials,15/3/22,15/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81194402
DI SW DM FND FN IND,IN,Siemens Export Control Essentials,4/4/22,4/4/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81621594
DI SW DM FND FN IND,IN,Backend Development Guidelines,7/4/22,7/4/22,1,Internal,Technical and Technology Training,Virtual Instructor-led training (VILT),VIR - Virtual classroom,EXCEL$ - Bulk Excel Import,81966612
DI SW DM SDL DS SE-INT,PL,Siemens Export Control Essentials,6/4/22,6/4/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81785212
DI SW DM VA SF R&D IPL-IN,IN,Programming Foundations: Object-Oriented Design,1/10/21,3/10/21,0.107,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,78722066
DI SW DM VA SF R&D IPL-IN,IN,Object Oriented Programming with C#,23/8/21,3/10/21,0.248,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,78722067
DI SW DM SDL TEC R&D-AX4 SD1,PL,"Transfer of Technology, Information and Software",21/10/21,21/10/21,1,Internal,Business Learning,Self-paced learning,WBT - Web-based training,SABA10 - SABA Global Learning Campus,78931912
DI SW DM SDL TEC R&D-AX4 SD1,PL,Giving and Receiving Feedback,20/1/22,20/1/22,0.803,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,80031279
DI SW DM SDL TEC R&D-AX4 SD1,PL,Managing Virtual Teams,20/1/22,20/1/22,0.937,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,80036304
DI SW DM SDL TEC R&D-AX4 SD1,PL,Siemens Export Control Essentials,21/3/22,21/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81214798
DI SW DM VA PP R&D INF,FI,Cybersecurity - trusted Guardian for Siemens and its Customers!,11/1/22,11/1/22,0.5,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,79972515
DI SW DM VA PP R&D INF,FI,Siemens Antitrust Essentials,14/1/22,14/1/22,0.25,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,79979090
DI SW DM VA PP R&D INF,FI,Our BCG - Our Core - Siemens Business Conduct Guidelines,14/1/22,14/1/22,0.5,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,79980483
DI SW DM VA PP R&D INF,FI,Siemens Data Privacy Essentials,14/1/22,14/1/22,0.25,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,79981720
DI SW DM VA PP R&D INF,FI,"Transfer of Technology, Information and Software",26/1/22,26/1/22,1,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80269061
DI SW DM VA PP R&D INF,FI,Siemens Export Control Essentials,8/3/22,8/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81024915
DI SW DM VA PP R&D INF,FI,From the idea to the Patent,14/3/22,14/3/22,0.5,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81311530
DI SW DM VA PP R&D INF,FI,Company Directives 2021,14/3/22,14/3/22,0.5,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,81716955
DI SW DM VA PP R&D INF,FI,Global Workplace Harassment Prevention for Employees,19/4/22,19/4/22,0.5,External,Business Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,82232684
